8.23522; 49.9906 
8.23425; 49.9925 
8.24369; 49.9947 
8.23367; 49.9902 
8.23999; 49.9925 
8.23433; 49.9904 
8.23493; 49.9911 
8.24369; 49.99 
8.2429; 49.9905 
8.24313; 49.9912 
8.2432; 49.9912 
8.24347; 49.9911 
8.24183; 49.9897 
8.24203; 49.99 
8.24244; 49.99 
8.24365; 49.9911 
8.24462; 49.9909 
8.24406; 49.9914 
8.24419; 49.9913 
8.24399; 49.9911 
8.24457; 49.9916 
8.2443; 49.9916 
8.24517; 49.9918 
8.24526; 49.9917 
8.2453; 49.9916 
8.24539; 49.9913 
8.2452; 49.9914 
8.24173; 49.989 
8.24146; 49.9886 
8.23979; 49.9879 
8.2399; 49.9887 
8.24615; 49.9934 
8.2447; 49.9943 
8.24535; 49.9942 
8.24586; 49.9945 
8.24576; 49.9948 
8.23159; 49.9896 
8.24636; 49.9947 
8.23164; 49.9903 
8.24625; 49.9951 
8.23189; 49.9896 
8.24563; 49.9948 
8.24541; 49.9951 
8.24453; 49.9952 
8.24602; 49.9957 
8.24447; 49.9946 
8.24513; 49.9954 
8.24395; 49.9946 
8.24307; 49.9948 
8.24352; 49.9941 
8.24379; 49.993899999999996 
8.24181; 49.9948 
8.24147; 49.9922 
8.24133; 49.9921 
8.24449; 49.9946 
8.2441; 49.9935 
8.24172; 49.9933 
8.24085; 49.9925 
8.24075; 49.9925 
8.24258; 49.9926 
8.24024; 49.993899999999996 
8.23477; 49.9926 
8.234; 49.9925 
8.23435; 49.9917 
8.23432; 49.9935 
8.24185; 49.9932 
8.23386; 49.992 
8.23397; 49.992 
8.23401; 49.992 
8.23362; 49.9903 
8.23217; 49.9913 
8.23438; 49.9905 
8.23509; 49.9914 
8.23271; 49.9908 
8.23164; 49.9886 
8.2338; 49.9926 
8.23415; 49.9917 
8.23947; 49.9935 
8.24579; 49.9919 
8.24254; 49.9942 
8.2559; 49.9976 
8.2317; 49.9901 
8.24242; 49.9925 
8.24079; 49.9938 
8.24178; 49.9948 
8.24255; 49.992 
8.23365; 49.9924 
8.24394; 49.9888 
8.26036; 49.9927 
8.24719; 49.997 
8.23258; 49.991 
8.23624; 49.9943 
8.22962; 49.9878 
8.24434; 49.9954 
8.2397; 49.9943 
8.23633; 49.9889 
8.23246; 49.989 
8.23232; 49.9901 
8.23653; 49.9915 
8.24509; 49.9947 
8.23618; 49.9923 
8.24144; 49.9933 
8.23947; 49.9935 
8.24344; 49.9941 
8.24344; 49.9933 
8.24151; 49.9921 
8.2383; 49.9919 
8.23082; 49.9887 
8.23722; 49.9904 
8.23975; 49.9924 
8.24434; 49.9909 
8.24605; 49.9944 
8.24146; 49.9937 
8.23945; 49.9929 
8.23522; 49.99 
8.24541; 49.9951 
8.24545; 49.9951 
8.24543; 49.9951 
8.24545; 49.9951 
8.23416; 49.9927 
8.24462; 49.9956 
8.24489; 49.9955 
8.23401; 49.9925 
8.23401; 49.9926 
8.34161; 49.9124 
8.34304; 49.9126 
8.34281; 49.9097 
8.34283; 49.9096 
8.34398; 49.9065 
8.34398; 49.9065 
8.31154; 49.861 
8.34308; 49.9057 
8.34092; 49.9034 
8.34051; 49.9026 
8.34047; 49.9025 
8.33895; 49.9004 
8.33891; 49.9003 
8.33383; 49.8867 
8.33383; 49.8867 
8.3337; 49.8854 
8.3325; 49.8832 
8.33244; 49.8831 
8.32716; 49.8778 
8.32346; 49.8758 
8.3102; 49.8655 
8.31288; 49.8624 
8.31154; 49.861 
8.2343; 49.9935 
8.23507; 49.993 
8.23405; 49.9971 
8.28587; 49.9728 
8.26581; 49.9765 
8.21959; 50.0066 
8.26802; 49.9818 
8.24507; 50.008 
8.24455; 49.9953 
8.24013; 49.9936 
8.23691; 49.9929 
8.23416; 49.9927 
8.23092; 49.9929 
8.24678; 49.9962 
8.26172; 49.9919 
8.37228; 49.2157 
8.23947; 49.9935 
8.24011; 49.9927 
8.24623; 49.994 
8.24696; 49.996 
8.24675; 50.0001 
8.22852; 49.9603 
8.23365; 49.9903 
8.2408; 49.9926 
8.2414; 49.9922 
8.23359; 49.9902 
8.23359; 49.9903 
8.23354; 49.9902 
8.24416; 49.9888 
8; 50 
8.23522; 49.9906 
8.23425; 49.9925 
8.24369; 49.9947 
8.23367; 49.9902 
8.23999; 49.9925 
8.23433; 49.9904 
8.23493; 49.9911 
8.24369; 49.99 
8.2429; 49.9905 
8.24313; 49.9912 
8.2432; 49.9912 
8.24347; 49.9911 
8.24183; 49.9897 
8.24203; 49.99 
8.24244; 49.99 
8.24365; 49.9911 
8.24462; 49.9909 
8.24406; 49.9914 
8.24419; 49.9913 
8.24399; 49.9911 
8.24457; 49.9916 
8.2443; 49.9916 
8.24517; 49.9918 
8.24526; 49.9917 
8.2453; 49.9916 
8.24539; 49.9913 
8.2452; 49.9914 
8.24173; 49.989 
8.24146; 49.9886 
8.23979; 49.9879 
8.2399; 49.9887 
8.24615; 49.9934 
8.2447; 49.9943 
8.24535; 49.9942 
8.24586; 49.9945 
8.24576; 49.9948 
8.23159; 49.9896 
8.24636; 49.9947 
8.23164; 49.9903 
8.24625; 49.9951 
8.23189; 49.9896 
8.24563; 49.9948 
8.24541; 49.9951 
8.24453; 49.9952 
8.24602; 49.9957 
8.24447; 49.9946 
8.24513; 49.9954 
8.24395; 49.9946 
8.24307; 49.9948 
8.24352; 49.9941 
8.24379; 49.993899999999996 
8.24181; 49.9948 
8.24147; 49.9922 
8.24133; 49.9921 
8.24449; 49.9946 
8.2441; 49.9935 
8.24172; 49.9933 
8.24085; 49.9925 
8.24075; 49.9925 
8.24258; 49.9926 
8.24024; 49.993899999999996 
8.23477; 49.9926 
8.234; 49.9925 
8.23435; 49.9917 
8.23432; 49.9935 
8.24185; 49.9932 
8.23386; 49.992 
8.23397; 49.992 
8.23401; 49.992 
8.23362; 49.9903 
8.23217; 49.9913 
8.23438; 49.9905 
8.23509; 49.9914 
8.23271; 49.9908 
8.23164; 49.9886 
8.2338; 49.9926 
8.23415; 49.9917 
8.23947; 49.9935 
8.24579; 49.9919 
8.24254; 49.9942 
8.2559; 49.9976 
8.2317; 49.9901 
8.24242; 49.9925 
8.24079; 49.9938 
8.24178; 49.9948 
8.24255; 49.992 
8.23365; 49.9924 
8.24394; 49.9888 
8.26036; 49.9927 
8.24719; 49.997 
8.23258; 49.991 
8.23624; 49.9943 
8.22962; 49.9878 
8.24434; 49.9954 
8.2397; 49.9943 
8.23633; 49.9889 
8.23246; 49.989 
8.23232; 49.9901 
8.23653; 49.9915 
8.24509; 49.9947 
8.23618; 49.9923 
8.24144; 49.9933 
8.23947; 49.9935 
8.24344; 49.9941 
8.24344; 49.9933 
8.24151; 49.9921 
8.2383; 49.9919 
8.23082; 49.9887 
8.23722; 49.9904 
8.23975; 49.9924 
8.24434; 49.9909 
8.24605; 49.9944 
8.24146; 49.9937 
8.23945; 49.9929 
8.23522; 49.99 
8.24541; 49.9951 
8.24545; 49.9951 
8.24543; 49.9951 
8.24545; 49.9951 
8.23416; 49.9927 
8.24462; 49.9956 
8.24489; 49.9955 
8.23401; 49.9925 
8.23401; 49.9926 
8.34161; 49.9124 
8.34304; 49.9126 
8.34281; 49.9097 
8.34283; 49.9096 
8.34398; 49.9065 
8.34398; 49.9065 
8.31154; 49.861 
8.34308; 49.9057 
8.34092; 49.9034 
8.34051; 49.9026 
8.34047; 49.9025 
8.33895; 49.9004 
8.33891; 49.9003 
8.33383; 49.8867 
8.33383; 49.8867 
8.3337; 49.8854 
8.3325; 49.8832 
8.33244; 49.8831 
8.32716; 49.8778 
8.32346; 49.8758 
8.3102; 49.8655 
8.31288; 49.8624 
8.31154; 49.861 
8.2343; 49.9935 
8.23507; 49.993 
8.23405; 49.9971 
8.28587; 49.9728 
8.26581; 49.9765 
8.21959; 50.0066 
8.26802; 49.9818 
8.24507; 50.008 
8.24455; 49.9953 
8.24013; 49.9936 
8.23691; 49.9929 
8.23416; 49.9927 
8.23092; 49.9929 
8.24678; 49.9962 
8.26172; 49.9919 
8.37228; 49.2157 
8.23947; 49.9935 
8.24011; 49.9927 
8.24623; 49.994 
8.24696; 49.996 
8.24675; 50.0001 
8.22852; 49.9603 
8.24482; 49.9943 
8.23365; 49.9903 
8.2408; 49.9926 
8.2414; 49.9922 
8.24133; 49.9922 
8.23359; 49.9902 
8.23359; 49.9903 
8.23354; 49.9902 
8.24416; 49.9888 
8; 50 
8.2331398126177; 49.991087541981 